,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
8349,8542,191,OffSeason,[0-1],Nonref,[0-160],[3-4],False
8350,8543,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8351,8544,388,LowSeason,[4-7],Nonref,[260-360],[2-2],False
8352,8545,611,OffSeason,[0-1],Nonref,[160-260],[3-4],False
8353,8547,428,LowSeason,[2-3],Nonref,[160-260],[2-2],True
8354,8548,298,HighSeason,[2-3],Standard,[160-260],[2-2],True
8355,8549,253,HighSeason,[2-3],Nonref,[260-360],[3-4],True
8356,8550,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8357,8551,353,HighSeason,[4-7],Nonref,[260-360],[3-4],True
8358,8552,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8359,8553,225,HighSeason,[2-3],Nonref,[160-260],[3-4],True
8360,8554,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8361,8555,434,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8362,8557,324,LowSeason,[8-inf],Nonref,[360-500],[3-4],True
8363,8558,418,LowSeason,[4-7],Standard,[0-160],[3-4],False
8364,8560,329,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8365,8561,459,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8366,8562,198,HighSeason,[4-7],Nonref,[0-160],[3-4],True
8367,8563,278,LowSeason,[2-3],Nonref,[0-160],[3-4],True
8368,8564,436,LowSeason,[2-3],Nonref,[360-500],[2-2],True
8369,8565,463,HighSeason,[4-7],Nonref,[360-500],[2-2],True
8370,8566,396,OffSeason,[2-3],Standard,[360-500],[3-4],False
8371,3109,411,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
8372,8569,138,LowSeason,[4-7],Nonref,[0-160],[2-2],True
8373,3512,101,HighSeason,[4-7],Nonref,[160-260],[2-2],True
8374,8570,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8375,8571,434,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8376,8572,559,LowSeason,[2-3],Nonref,[360-500],[3-4],False
8377,8573,6,OffSeason,[2-3],Standard,[160-260],[5-inf],True
8378,8574,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8379,8575,468,LowSeason,[2-3],Standard,[360-500],[3-4],False
8380,8576,348,LowSeason,[4-7],Nonref,[0-160],[2-2],False
8381,8577,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8382,6762,927,LowSeason,[2-3],Standard,[0-160],[1-1],True
8383,8578,114,HighSeason,[2-3],Nonref,[160-260],[2-2],True
8384,8579,119,HighSeason,[4-7],Standard,[0-160],[5-inf],True
8385,8580,329,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8386,8581,385,LowSeason,[2-3],Nonref,[260-360],[2-2],False
8387,8582,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8388,8583,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8389,8584,574,LowSeason,[4-7],Standard,[260-360],[1-1],True
8390,8585,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8391,8586,459,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8392,8587,261,HighSeason,[4-7],Standard,[0-160],[3-4],True
8393,8588,247,LowSeason,[4-7],Standard,[0-160],[2-2],False
8394,8589,402,LowSeason,[0-1],Nonref,[260-360],[3-4],False
8395,8590,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8396,4361,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
8397,8591,314,HighSeason,[2-3],Nonref,[0-160],[3-4],True
8398,8592,198,HighSeason,[4-7],Nonref,[0-160],[3-4],True
8399,8593,88,LowSeason,[4-7],Standard,[360-500],[3-4],True
8400,8594,291,HighSeason,[2-3],Nonref,[0-160],[2-2],True
8401,8595,385,LowSeason,[2-3],Nonref,[260-360],[2-2],False
8402,4030,347,HighSeason,[4-7],Standard,[260-360],[3-4],False
8403,8596,34,OffSeason,[4-7],Standard,[0-160],[2-2],True
8404,8596,34,OffSeason,[4-7],Standard,[0-160],[2-2],True
8405,8597,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8406,8598,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8407,8599,452,LowSeason,[0-1],Nonref,[260-360],[2-2],False
8408,8600,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8409,8601,347,HighSeason,[4-7],Standard,[260-360],[3-4],False
8410,8602,348,LowSeason,[4-7],Nonref,[0-160],[2-2],False
8411,8603,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8412,8604,416,LowSeason,[4-7],Standard,[160-260],[3-4],False
8413,8605,385,LowSeason,[2-3],Nonref,[260-360],[2-2],False
8414,3366,429,LowSeason,[2-3],Nonref,[360-500],[3-4],True
8415,8606,567,LowSeason,[0-1],Nonref,[0-160],[5-inf],False
8416,8607,407,LowSeason,[4-7],Standard,[260-360],[3-4],False
8417,8608,385,LowSeason,[2-3],Nonref,[260-360],[2-2],False
8418,8609,937,LowSeason,[0-1],Nonref,[160-260],[5-inf],False
8419,8610,551,LowSeason,[0-1],Standard,[360-500],[3-4],False
8420,8611,423,LowSeason,[2-3],Nonref,[360-500],[2-2],False
8421,8612,404,LowSeason,[2-3],Nonref,[0-160],[5-inf],False
8422,8613,463,HighSeason,[4-7],Nonref,[360-500],[2-2],True
8423,8615,430,LowSeason,[2-3],Standard,[260-360],[2-2],False
8424,8617,64,OffSeason,[2-3],Nonref,[0-160],[3-4],True
8425,8618,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8426,8619,447,LowSeason,[2-3],Standard,[360-500],[2-2],False
8427,3557,402,LowSeason,[0-1],Nonref,[260-360],[3-4],False
8428,8620,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8429,8621,423,LowSeason,[2-3],Nonref,[360-500],[2-2],False
8430,8622,470,LowSeason,[2-3],Nonref,[160-260],[1-1],False
8431,8623,64,OffSeason,[2-3],Nonref,[0-160],[3-4],True
8432,8624,420,LowSeason,[0-1],Standard,[0-160],[2-2],False
8433,8625,435,HighSeason,[2-3],Standard,[360-500],[5-inf],True
8434,8626,451,LowSeason,[0-1],Standard,[0-160],[5-inf],False
8435,8431,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8436,5710,93,HighSeason,[8-inf],Nonref,[260-360],[3-4],True
8437,8627,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8438,8628,8,HighSeason,[2-3],Standard,[260-360],[3-4],True
8439,8629,312,HighSeason,[4-7],Standard,[160-260],[3-4],False
8440,8630,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8441,8631,138,LowSeason,[4-7],Nonref,[0-160],[2-2],True
8442,8632,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8443,8633,421,HighSeason,[4-7],Standard,[0-160],[3-4],False
8444,8634,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8445,8365,559,LowSeason,[2-3],Nonref,[360-500],[3-4],False
8446,8635,314,HighSeason,[2-3],Nonref,[0-160],[3-4],True
8447,8636,565,LowSeason,[2-3],Standard,[260-360],[1-1],False
8448,8637,861,HighSeason,[4-7],Standard,[160-260],[2-2],False
8449,8638,459,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8450,8639,385,LowSeason,[2-3],Nonref,[260-360],[2-2],False
8451,8640,375,LowSeason,[2-3],Standard,[0-160],[3-4],False
8452,8641,938,LowSeason,[0-1],Standard,[360-500],[2-2],False
8453,8642,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8454,8643,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8455,8644,385,LowSeason,[2-3],Nonref,[260-360],[2-2],False
8456,8645,94,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8457,8646,424,LowSeason,[4-7],Nonref,[260-360],[3-4],False
8458,8647,443,LowSeason,[2-3],Nonref,[360-500],[5-inf],False
8459,8648,407,LowSeason,[4-7],Standard,[260-360],[3-4],False
8460,8649,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8461,8168,562,LowSeason,[0-1],Standard,[0-160],[1-1],False
8462,8651,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8463,8652,412,LowSeason,[4-7],Nonref,[160-260],[2-2],True
8464,8654,937,LowSeason,[0-1],Nonref,[160-260],[5-inf],False
8465,8655,356,LowSeason,[4-7],Nonref,[360-500],[2-2],True
8466,7777,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8467,8656,284,HighSeason,[4-7],Nonref,[0-160],[5-inf],False
8468,8657,199,LowSeason,[2-3],Standard,[260-360],[3-4],False
8469,8658,452,LowSeason,[0-1],Nonref,[260-360],[2-2],False
8470,8659,307,LowSeason,[2-3],Standard,[0-160],[2-2],False
8471,8660,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8472,8661,80,HighSeason,[4-7],Standard,[160-260],[3-4],True
8473,2168,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8474,2027,298,HighSeason,[2-3],Standard,[160-260],[2-2],True
8475,8663,329,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8476,8664,456,LowSeason,[0-1],Nonref,[160-260],[2-2],False
8477,8665,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8478,8666,357,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8479,8667,939,LowSeason,[8-inf],Standard,[360-500],[3-4],True
8480,5145,99,HighSeason,[2-3],Nonref,[160-260],[3-4],False
8481,8668,86,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8482,8669,500,HighSeason,[2-3],Nonref,[360-500],[5-inf],False
8483,8670,454,LowSeason,[0-1],Nonref,[360-500],[2-2],False
8484,8672,222,HighSeason,[2-3],Nonref,[0-160],[2-2],False
8485,8673,468,LowSeason,[2-3],Standard,[360-500],[3-4],False
8486,1736,375,LowSeason,[2-3],Standard,[0-160],[3-4],False
8487,8674,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8488,1736,548,LowSeason,[0-1],Nonref,[360-500],[1-1],False
8489,8675,526,HighSeason,[0-1],Standard,[0-160],[5-inf],False
8490,8676,492,HighSeason,[0-1],Nonref,[260-360],[3-4],False
8491,8676,492,HighSeason,[0-1],Nonref,[260-360],[3-4],False
8492,8677,444,LowSeason,[4-7],Nonref,[360-500],[3-4],False
8493,8678,142,HighSeason,[4-7],Standard,[0-160],[2-2],True
8494,8679,468,LowSeason,[2-3],Standard,[360-500],[3-4],False
8495,8680,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8496,8681,369,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8497,8682,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
8498,8683,387,LowSeason,[4-7],Nonref,[260-360],[2-2],True
8499,8684,369,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8500,8685,446,LowSeason,[4-7],Nonref,[0-160],[1-1],True
8501,8686,454,LowSeason,[0-1],Nonref,[360-500],[2-2],False
8502,8688,96,OffSeason,[2-3],Nonref,[260-360],[3-4],True
8503,8689,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8504,8690,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8505,8691,100,HighSeason,[2-3],Standard,[0-160],[2-2],True
8506,8692,244,HighSeason,[2-3],Nonref,[0-160],[3-4],False
8507,8693,369,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8508,8694,253,HighSeason,[2-3],Nonref,[260-360],[3-4],True
8509,8695,111,LowSeason,[4-7],Nonref,[160-260],[3-4],False
8510,8696,197,LowSeason,[2-3],Standard,[0-160],[2-2],True
8511,3059,395,HighSeason,[4-7],Standard,[360-500],[3-4],True
8512,8697,406,LowSeason,[4-7],Nonref,[360-500],[3-4],True
8513,8698,36,OffSeason,[2-3],Standard,[0-160],[2-2],True
8514,8699,88,LowSeason,[4-7],Standard,[360-500],[3-4],True
8515,8700,439,LowSeason,[0-1],Standard,[260-360],[3-4],False
8516,8701,454,LowSeason,[0-1],Nonref,[360-500],[2-2],False
8517,8702,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8518,8703,95,LowSeason,[4-7],Standard,[160-260],[3-4],True
8519,8704,567,LowSeason,[0-1],Nonref,[0-160],[5-inf],False
8520,8705,376,HighSeason,[2-3],Standard,[160-260],[5-inf],True
8521,8706,214,LowSeason,[2-3],Standard,[260-360],[3-4],True
8522,8707,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
8523,8708,463,HighSeason,[4-7],Nonref,[360-500],[2-2],True
8524,8709,551,LowSeason,[0-1],Standard,[360-500],[3-4],False
8525,8710,508,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
8526,8711,110,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
8527,8712,472,LowSeason,[0-1],Nonref,[260-360],[5-inf],False
8528,8713,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8529,8714,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8530,8715,399,HighSeason,[4-7],Nonref,[0-160],[2-2],False
8531,8716,40,OffSeason,[4-7],Standard,[160-260],[3-4],True
8532,8717,259,HighSeason,[2-3],Standard,[0-160],[3-4],True
8533,8718,314,HighSeason,[2-3],Nonref,[0-160],[3-4],True
8534,8720,329,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8535,271,290,LowSeason,[2-3],Nonref,[0-160],[1-1],False
8536,8721,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8537,8722,214,LowSeason,[2-3],Standard,[260-360],[3-4],True
8538,6784,114,HighSeason,[2-3],Nonref,[160-260],[2-2],True
8539,8723,429,LowSeason,[2-3],Nonref,[360-500],[3-4],True
8540,8724,432,LowSeason,[2-3],Nonref,[260-360],[2-2],True
8541,8725,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8542,8726,214,LowSeason,[2-3],Standard,[260-360],[3-4],True
8543,6604,439,LowSeason,[0-1],Standard,[260-360],[3-4],False
8544,8728,88,LowSeason,[4-7],Standard,[360-500],[3-4],True
8545,96,99,HighSeason,[2-3],Nonref,[160-260],[3-4],False
8546,8729,544,LowSeason,[2-3],Standard,[160-260],[2-2],True
8547,8731,126,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
8548,8732,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8549,8733,549,LowSeason,[0-1],Nonref,[360-500],[3-4],False
8550,8734,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8551,8735,329,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8552,8736,429,LowSeason,[2-3],Nonref,[360-500],[3-4],True
8553,8737,429,LowSeason,[2-3],Nonref,[360-500],[3-4],True
8554,3450,552,LowSeason,[2-3],Standard,[360-500],[2-2],True
8555,8738,429,LowSeason,[2-3],Nonref,[360-500],[3-4],True
8556,8739,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
8557,8740,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8558,8741,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8559,8742,364,LowSeason,[2-3],Nonref,[0-160],[5-inf],True
8560,8746,444,LowSeason,[4-7],Nonref,[360-500],[3-4],False
8561,8747,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8562,8748,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8563,8749,580,LowSeason,[0-1],Nonref,[160-260],[1-1],False
8564,8750,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8565,8751,111,LowSeason,[4-7],Nonref,[160-260],[3-4],False
8566,8752,260,LowSeason,[4-7],Standard,[260-360],[3-4],True
8567,8753,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
8568,8754,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
8569,8755,369,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8570,8756,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8571,8757,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8572,8758,402,LowSeason,[0-1],Nonref,[260-360],[3-4],False
8573,8759,278,LowSeason,[2-3],Nonref,[0-160],[3-4],True
8574,8760,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
8575,8762,369,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8576,8763,402,LowSeason,[0-1],Nonref,[260-360],[3-4],False
8577,8764,470,LowSeason,[2-3],Nonref,[160-260],[1-1],False
8578,8765,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8579,8766,430,LowSeason,[2-3],Standard,[260-360],[2-2],False
8580,8767,181,LowSeason,[4-7],Standard,[160-260],[2-2],True
8581,8768,424,LowSeason,[4-7],Nonref,[260-360],[3-4],False
8582,8769,522,HighSeason,[4-7],Standard,[360-500],[2-2],True
8583,8770,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8584,8771,937,LowSeason,[0-1],Nonref,[160-260],[5-inf],False
8585,8772,456,LowSeason,[0-1],Nonref,[160-260],[2-2],False
8586,8773,472,LowSeason,[0-1],Nonref,[260-360],[5-inf],False
8587,8774,111,LowSeason,[4-7],Nonref,[160-260],[3-4],False
8588,8775,498,HighSeason,[4-7],Nonref,[360-500],[2-2],False
8589,8776,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8590,8777,459,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8591,8778,348,LowSeason,[4-7],Nonref,[0-160],[2-2],False
8592,8779,458,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
8593,8780,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8594,8781,580,LowSeason,[0-1],Nonref,[160-260],[1-1],False
8595,8782,402,LowSeason,[0-1],Nonref,[260-360],[3-4],False
8596,8783,447,LowSeason,[2-3],Standard,[360-500],[2-2],False
8597,8784,107,OffSeason,[4-7],Nonref,[160-260],[2-2],False
8598,8785,550,LowSeason,[0-1],Standard,[160-260],[2-2],False
8599,8786,370,HighSeason,[2-3],Nonref,[260-360],[3-4],False
8600,8787,9,HighSeason,[2-3],Standard,[360-500],[3-4],True
8601,8788,404,LowSeason,[2-3],Nonref,[0-160],[5-inf],False
8602,8789,314,HighSeason,[2-3],Nonref,[0-160],[3-4],True
8603,8790,44,OffSeason,[2-3],Standard,[260-360],[2-2],True
8604,8791,559,LowSeason,[2-3],Nonref,[360-500],[3-4],False
8605,8792,937,LowSeason,[0-1],Nonref,[160-260],[5-inf],False
8606,8793,549,LowSeason,[0-1],Nonref,[360-500],[3-4],False
8607,8794,87,HighSeason,[2-3],Standard,[160-260],[3-4],True
8608,8795,559,LowSeason,[2-3],Nonref,[360-500],[3-4],False
8609,8796,8,HighSeason,[2-3],Standard,[260-360],[3-4],True
8610,8797,568,LowSeason,[0-1],Nonref,[260-360],[1-1],False
8611,8798,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8612,8799,567,LowSeason,[0-1],Nonref,[0-160],[5-inf],False
8613,8800,30,OffSeason,[4-7],Standard,[0-160],[3-4],False
8614,8801,36,OffSeason,[2-3],Standard,[0-160],[2-2],True
8615,8802,285,HighSeason,[2-3],Standard,[260-360],[3-4],False
8616,8803,424,LowSeason,[4-7],Nonref,[260-360],[3-4],False
8617,8804,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8618,8805,197,LowSeason,[2-3],Standard,[0-160],[2-2],True
8619,8806,75,OffSeason,[2-3],Nonref,[0-160],[5-inf],True
8620,8807,285,HighSeason,[2-3],Standard,[260-360],[3-4],False
8621,8808,102,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
8622,8809,369,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8623,8810,253,HighSeason,[2-3],Nonref,[260-360],[3-4],True
8624,8811,421,HighSeason,[4-7],Standard,[0-160],[3-4],False
8625,8812,102,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
8626,8813,559,LowSeason,[2-3],Nonref,[360-500],[3-4],False
8627,8814,357,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8628,8815,559,LowSeason,[2-3],Nonref,[360-500],[3-4],False
8629,8816,99,HighSeason,[2-3],Nonref,[160-260],[3-4],False
8630,5852,939,LowSeason,[8-inf],Standard,[360-500],[3-4],True
8631,8817,434,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8632,8818,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8633,8819,357,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8634,8820,66,OffSeason,[2-3],Nonref,[0-160],[2-2],False
8635,8821,348,LowSeason,[4-7],Nonref,[0-160],[2-2],False
8636,8822,291,HighSeason,[2-3],Nonref,[0-160],[2-2],True
8637,8823,214,LowSeason,[2-3],Standard,[260-360],[3-4],True
8638,8824,484,HighSeason,[2-3],Nonref,[260-360],[2-2],False
8639,8825,8,HighSeason,[2-3],Standard,[260-360],[3-4],True
8640,8826,558,LowSeason,[2-3],Nonref,[360-500],[1-1],False
8641,8827,260,LowSeason,[4-7],Standard,[260-360],[3-4],True
8642,8828,80,HighSeason,[4-7],Standard,[160-260],[3-4],True
8643,8829,225,HighSeason,[2-3],Nonref,[160-260],[3-4],True
8644,8830,290,LowSeason,[2-3],Nonref,[0-160],[1-1],False
8645,8831,261,HighSeason,[4-7],Standard,[0-160],[3-4],True
8646,8832,174,LowSeason,[4-7],Nonref,[0-160],[5-inf],True
8647,8833,442,HighSeason,[2-3],Nonref,[160-260],[2-2],False
8648,8834,353,HighSeason,[4-7],Nonref,[260-360],[3-4],True
8649,8835,557,LowSeason,[2-3],Nonref,[260-360],[1-1],False
8650,5982,325,HighSeason,[4-7],Nonref,[160-260],[2-2],False
8651,5244,406,LowSeason,[4-7],Nonref,[360-500],[3-4],True
8652,8836,111,LowSeason,[4-7],Nonref,[160-260],[3-4],False
8653,8837,333,HighSeason,[2-3],Standard,[260-360],[5-inf],True
8654,8838,522,HighSeason,[4-7],Standard,[360-500],[2-2],True
8655,8839,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8656,8840,940,LowSeason,[0-1],Standard,[160-260],[1-1],False
8657,8841,340,LowSeason,[2-3],Nonref,[260-360],[3-4],False
8658,7530,449,HighSeason,[8-inf],Standard,[360-500],[3-4],True
8659,8842,32,OffSeason,[2-3],Standard,[0-160],[2-2],False
8660,8843,307,LowSeason,[2-3],Standard,[0-160],[2-2],False
8661,8844,587,LowSeason,[4-7],Nonref,[160-260],[1-1],False
8662,8845,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8663,8846,222,HighSeason,[2-3],Nonref,[0-160],[2-2],False
8664,8847,142,HighSeason,[4-7],Standard,[0-160],[2-2],True
8665,8848,214,LowSeason,[2-3],Standard,[260-360],[3-4],True
8666,8849,88,LowSeason,[4-7],Standard,[360-500],[3-4],True
8667,8850,939,LowSeason,[8-inf],Standard,[360-500],[3-4],True
8668,8851,406,LowSeason,[4-7],Nonref,[360-500],[3-4],True
8669,8852,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8670,8853,454,LowSeason,[0-1],Nonref,[360-500],[2-2],False
8671,8854,307,LowSeason,[2-3],Standard,[0-160],[2-2],False
8672,8854,565,LowSeason,[2-3],Standard,[260-360],[1-1],False
8673,8855,429,LowSeason,[2-3],Nonref,[360-500],[3-4],True
8674,8857,83,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8675,8858,329,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8676,6685,26,OffSeason,[2-3],Standard,[0-160],[3-4],True
8677,8859,465,HighSeason,[4-7],Nonref,[360-500],[3-4],True
8678,8860,261,HighSeason,[4-7],Standard,[0-160],[3-4],True
8679,8861,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8680,8862,378,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8681,8863,8,HighSeason,[2-3],Standard,[260-360],[3-4],True
8682,8864,290,LowSeason,[2-3],Nonref,[0-160],[1-1],False
8683,5448,178,LowSeason,[4-7],Nonref,[0-160],[3-4],True
8684,8865,468,LowSeason,[2-3],Standard,[360-500],[3-4],False
8685,8866,364,LowSeason,[2-3],Nonref,[0-160],[5-inf],True
8686,8867,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8687,8868,179,HighSeason,[2-3],Nonref,[0-160],[5-inf],True
8688,8869,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8689,8870,361,LowSeason,[4-7],Standard,[260-360],[2-2],True
8690,8871,179,HighSeason,[2-3],Nonref,[0-160],[5-inf],True
8691,8872,546,LowSeason,[2-3],Standard,[260-360],[1-1],True
8692,8873,459,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8693,8875,450,LowSeason,[0-1],Nonref,[0-160],[3-4],False
8694,8876,222,HighSeason,[2-3],Nonref,[0-160],[2-2],False
8695,8877,39,OffSeason,[2-3],Standard,[0-160],[3-4],False
8696,8878,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8697,8879,559,LowSeason,[2-3],Nonref,[360-500],[3-4],False
8698,8880,274,LowSeason,[2-3],Standard,[0-160],[3-4],True
8699,8798,336,LowSeason,[0-1],Standard,[0-160],[3-4],False
8700,8881,414,OffSeason,[2-3],Nonref,[360-500],[2-2],True
8701,8882,549,LowSeason,[0-1],Nonref,[360-500],[3-4],False
8702,8841,439,LowSeason,[0-1],Standard,[260-360],[3-4],False
8703,8883,459,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8704,8884,329,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8705,8885,471,LowSeason,[0-1],Nonref,[0-160],[1-1],False
8706,8886,406,LowSeason,[4-7],Nonref,[360-500],[3-4],True
8707,8887,486,HighSeason,[0-1],Nonref,[160-260],[3-4],False
8708,8889,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8709,7508,142,HighSeason,[4-7],Standard,[0-160],[2-2],True
8710,8890,196,LowSeason,[2-3],Nonref,[0-160],[2-2],False
8711,8891,9,HighSeason,[2-3],Standard,[360-500],[3-4],True
8712,8892,22,OffSeason,[2-3],Standard,[260-360],[3-4],True
8713,8893,65,HighSeason,[2-3],Standard,[0-160],[3-4],False
8714,8894,416,LowSeason,[4-7],Standard,[160-260],[3-4],False
8715,8895,459,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8716,8896,9,HighSeason,[2-3],Standard,[360-500],[3-4],True
8717,8897,549,LowSeason,[0-1],Nonref,[360-500],[3-4],False
8718,8899,261,HighSeason,[4-7],Standard,[0-160],[3-4],True
8719,8900,100,HighSeason,[2-3],Standard,[0-160],[2-2],True
8720,8901,291,HighSeason,[2-3],Nonref,[0-160],[2-2],True
8721,8902,433,LowSeason,[2-3],Nonref,[260-360],[3-4],True
8722,8903,483,LowSeason,[0-1],Standard,[260-360],[2-2],False
8723,8904,239,HighSeason,[2-3],Standard,[160-260],[3-4],False
8724,8905,322,LowSeason,[2-3],Standard,[160-260],[3-4],True
8725,8906,46,OffSeason,[4-7],Standard,[0-160],[3-4],True
8726,8907,424,LowSeason,[4-7],Nonref,[260-360],[3-4],False
8727,8908,259,HighSeason,[2-3],Standard,[0-160],[3-4],True
8728,8909,464,HighSeason,[4-7],Nonref,[0-160],[1-1],True
8729,8910,69,OffSeason,[4-7],Nonref,[0-160],[2-2],False
8730,8911,74,OffSeason,[4-7],Nonref,[0-160],[2-2],True
8731,8912,281,HighSeason,[2-3],Standard,[0-160],[5-inf],True
8732,8913,214,LowSeason,[2-3],Standard,[260-360],[3-4],True
8733,8914,289,HighSeason,[2-3],Standard,[0-160],[5-inf],False
8734,5003,522,HighSeason,[4-7],Standard,[360-500],[2-2],True
8735,8915,317,LowSeason,[2-3],Nonref,[0-160],[3-4],False
8736,7713,456,LowSeason,[0-1],Nonref,[160-260],[2-2],False
8737,8916,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False
